,Text,label
701,who wa the only president to wear a nazi uniform,1
175,crowd of people standing near a bench,0
5860,what the supreme bureau of the soviet communist party,1
3560,awful,0
3239,the only very disappointing thing wa there wa no speakerphone,0
7792,what wa campaign song,1
2594,how long do cardinal egg incubate,1
7424,why did european first come to australia and oceania,1
1704,people are walking around and a woman lean on a baby carriage while a large crowd is seen in the background,0
5337,where is the orange bowl,1
1424,a woman in blue short and white shirt hold a tennis racket on a blue tennis court,0
355,the girl with the red bike is wearing red pant,0
3041,what wa colonel the first to drill,1
1387,man in black baseball cap talking to two other men,0
1552,a young girl around hitting what appears to be a tennis ball with a golf club from a tee,0
8232,what is the only modern language that capitalizes it singular pronoun,1
6380,what wa the first country to put a second woman in space,1
959,what is the phoenix,1
5594,how long do cardinal egg incubate,1
3895,i found this move beautiful enjoyable and uplifting,0
681,a man in a white hat stand on the street holding colorful paper,0
3848,abbr exp what is the full name of the plo,1
4083,there are many continuity error one other user commented on different car in the garage glass the one that got to me the most wa the fact facial hair configuration seemed to change from scene to scene,0
792,four woman grouped together three of them looking at the camera and one of them standing in a backyard,0
5716,what food can i use to catch a possum,1
6694,what is the fastest computer,1
8116,what cereal go snap crackle pop,1
3178,how many colony were involved in the american revolution,1
1886,multiple bike tire are up in the air with three people in the background,0
5984,what country contains the highest point in south america,1
6066,name the three race unleashed by the celestials in marvel comic,1
3585,yes it that bad,0
923,a man driving a,0
4624,what lake is on,1
1210,girl wearing radio ha open mouth,0
7214,what wa the name of the flight that hijacked,1
4086,how many child are victim of some sort of physical abuse,1
1911,what are snowball to a,1
955,what is the dialogue circle in cartoon called,1
2007,this is not a dagger it is a flight,0
8098,how many people die of tuberculosis,1
4946,how long doe it take the typical american to eat 23 quart of ice cream,1
2948,what film dramatized the monkey trial,1
0,a woman in attire is walking with her bike along what may be a boardwalk,0
1276,a crowd shopping for olive at the market being helped by people wearing green apron,0
3627,i wa totally fascinated by the music the dancing everything,0
1114,old man in a dark coat pushing a cart filled with sack,0
3836,how many vietnamese were there in the soviet union,1
2080,what are the odds on a roulette table,1
3076,it work fine on my motorola 325 cellphone and a lot better than the battery did,0
4663,who is the composer of canon in d major,1
415,three girl jumping on a lawn,0
2775,how many fig newton are there to the pound,1
4357,i have recommended it to friend,0
8195,what store doe advertise for,1
1213,two people on the beach reading a magazine,0
4134,that wa done in the second movie,0
1029,what are the name of all the navy aircraft carrier,1
3315,is wonderfully wild,0
3665,what chapter of the bible ha the most verse,1
3552,again no plot at all,0
1922,what is the secret of the universe,1
1489,which gender ha bigger thigh,1
504,two men in tan coat exchange look on the city sidewalk,0
2092,what the hardest substance in the human body,1
1119,what is an arab strap,1
3268,to what doe microsoft window 3 owe it success,1
409,two oriental people are seated a table at a restaurant,0
6319,when wa the congress of vienna,1
6299,on what avenue is the original saks department store located,1
4650,how many time in his national basketball associaton career wa a member of the team,1
3911,this is probably the most irritating show i have ever seen in my entire life,0
4149,enty techmeth what is the treatment for depression,1
5284,how much is being paid by wendy to say where the beef,1
4899,what is address,1
2176,how many layer doe a bottle of settle into,1
1701,why do rooftop give off steam after a big rainstorm,1
1606,parent watch a girl play softball in a game,0
2032,how many time a day doe the typical person go to the bathroom,1
3084,the instruction did explain that a microphone could be used,0
2767,how many warmup pitch doe a reliever get coming into a baseball game,1
6772,how much coca cola is drunk in in the world,1
1593,what brand number grace the black label of a bottle of jack daniel,1
2989,to my phone without effort,0
2711,what president kissed the queen mother on the lip,1
5239,what is bloodhound,1
1651,child are dressed in vibrant color,0
2445,what are the word to the song sung by banana in pajama,1
1302,little black girl in a swimming suite is being sprayed by a water fountain,0
1166,man running next to artwork wall,0
299,what is latin for incompetent,1
118,teenage girl are gathered near a wall in a city,0
948,a woman wearing a yellow and white outfit is exiting the vehicle while using city transportation,0
3728,the hockey scene are terrible defensemen playing like they goalie diving at shot that are foot wide of the net etc,0
709,how far can a man travel in outer space,1
2225,how many wing doe a flea have,1
2402,how much money doe each player get at the beginning of the game in monopoly,1
1194,what is symphony called,1
1246,a boy with a tiger stand on top of someone in a bed,0
3760,everything from acting to cinematography wa solid,0
8356,who made the deodorant that claimed that it actually build up resistance to odor,1
8395,describe,1
6686,what color is most often used to symbolize truth,1
2398,where can i find detailed information about manchukuo,1
400,what crop failure caused the irish famine,1
460,a shirtless man wearing a brown kilt and backpack give a thumb up on a city sidewalk,0
5275,which ear can most people hear better with,1
2907,a an earlier review noted plug in this charger and nothing happens,0
4089,what generation am i in,1
432,who is,1
1476,what is the name of the firm that make,1
6756,how old wa when the show i love lucy premiered,1
4929,what is glass made of,1
2245,what are the environmental influence on plant genetics,1
